session_name,Legislator,District,Role,Party,Residence,Gender,Desk Number,Profession,Notes,session_year,regular
1933 Special Session 2,"Lonergan, Frank J.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Paget, Lowell C.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Snedecor, Estes",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Wells, Harvey",6,NA,R,"Portland, Clackamas, Multnomah",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Belton, Howard C.",7,NA,R,"Canby, Clackamas",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Price, Al A.",7,NA,D,"Oregon City, Clackamas",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Ryan, Donald J.",7,NA,R,"Oregon City, Clackamas",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Duerst, W. B.",8,NA,D,"McMinnville, Yamhill",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"McPhillips, Arthur",8,NA,D,"McMinnville, Yamhill",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Cooter, John E.",9,NA,D,"Toledo, Lincoln",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Walker, Dean H.",10,NA,R,"Indpendence, Polk",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Herron, H. C.",11,NA,D,"Junction City, Benton",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Abrams, Carle",12,NA,R,"Salem, Marion",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Gouley, Romeo",12,NA,R,"Brooks, Marion",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Martin, Hannah",12,NA,R,"Salem, Marion",Female,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Paulus, Otto K.",12,NA,R,"Salem, Marion",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Childs, Charles",13,NA,R,"Albany, Linn",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Weatherford, J. K., Jr.",13,NA,D,"Albany, Linn",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Hill, Earl H.",14,NA,R,"Cushman, Lane",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Huntington, Charles A.",14,NA,R,"Eugene, Lane",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"McCornack, Elwin A.",14,NA,R,"Eugene, Lane",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Clarke, A. G.",15,NA,R,"Glendale, Douglas",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Nichols, B. F.",15,NA,R,"Riddle, Douglas",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"McCloskey, J. H.",16,NA,D,"Norway, Coos",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Bennett, William H.",17,NA,D,"Port Orford, Coos, Curry",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Miller, W. T.",18,NA,D,"Grants Pass, Josephine",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Day, Earl B.",19,NA,R,"Gold Hill, Jackson",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Kelly, E. C.",19,NA,D,"Medford, Jackson",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Wyers, Teunis J.",20,NA,R,"Hood River, Hood River",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Chrisman, Levi",21,NA,R,"The Dalles, Wasco",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Snell, Earl W.",22,Speaker,R,"Arlington, Gilliam, Morrow, Sherman, Wheeler",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Turner, Jesse Ogden",22,NA,R,"Heppner, Gilliam, Morrow, Sherman, Wheeler",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Best, James A.",23,NA,R,"Pendleton, Umatilla",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Scott, James H. E.",23,NA,R,"Milton, Umatilla",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Eckley, Victor",24,NA,D,"La Grande, Union",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Allen, L. F.",25,NA,R,"Wallowa, Wallowa",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Oakes, James S.",26,NA,R,"Prineville, Crook, Jefferson",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Lang, John",27,NA,D,"Haines, Baker",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Lynch, M. A.",28,NA,R,"Redmond, Deschutes",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Snider, W. B.",29,NA,R,"Paisley, Deschutes, Lake",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Stockdale, W. E.",30,NA,R,"Mt. Vernon, Grant, Harney",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Staples, V. B.",31,NA,R,"Ontario, Malheur",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Horan, Ralph W.",32,NA,R,"Klamath Falls, Klamath",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Semon, Henry",32,NA,I,"Klamath Falls, Klamath",Male,NA,NA,NA,1933,FALSE
1933 Special Session 2,"Herman, Fred W.",33,NA,R,"Clatsop, Columbia",Male,NA,NA,NA,1933,FALSE
1933 Session,"Judd, Edwin C.",1,NA,R,"Astoria, Clatsop",Male,NA,NA,NA,1933,TRUE
1933 Session,"Oleen, O. Henry",2,NA,D,"St. Helens, Columbia",Male,NA,NA,NA,1933,TRUE
1933 Session,"Winslow, George P.",3,NA,R,"Tillamook, Tillamook",Male,NA,NA,NA,1933,TRUE
1933 Session,"Johnson, J. O.",4,NA,R,"Tigard, Washington",Male,NA,NA,NA,1933,TRUE
1933 Session,"McAlear, E. J.",4,NA,R,"Hillsboro, Washington",Male,NA,NA,NA,1933,TRUE
1933 Session,"Beckman, John J.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Dammasch, F. H.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Deich, Richard",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Dickson, William L.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Gordon, Herbert",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Graham, William L.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Hall, John H.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Hilton, Frank H.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Keasey, Dorr E.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Lewis, John H.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Lonergan, Frank J.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Paget, Lowell C.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Snedecor, Estes",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Wells, Harvey",6,NA,R,"Portland, Clackamas, Multnomah",Male,NA,NA,NA,1933,TRUE
1933 Session,"Belton, Howard C.",7,NA,R,"Canby, Clackamas",Male,NA,NA,NA,1933,TRUE
1933 Session,"Price, Al. A.",7,NA,D,"Oregon City, Clackamas",Male,NA,NA,NA,1933,TRUE
1933 Session,"Ryan, Donald J.",7,NA,R,"Oregon City, Clackamas",Male,NA,NA,NA,1933,TRUE
1933 Session,"Duerst, W. B.",8,NA,D,"McMinnville, Yamhill",Male,NA,NA,NA,1933,TRUE
1933 Session,"McPhillips, Arthur",8,NA,D,"McMinnville, Yamhill",Male,NA,NA,NA,1933,TRUE
1933 Session,"Cooter, John E.",9,NA,D,"Toledo, Lincoln",Male,NA,NA,NA,1933,TRUE
1933 Session,"Walker, Dean H.",10,NA,R,"Independence, Polk",Male,NA,NA,NA,1933,TRUE
1933 Session,"Herron, H. C.",11,NA,D,"Junction City, Benton",Male,NA,NA,NA,1933,TRUE
1933 Session,"Abrams, Carle",12,NA,R,"Salem, Marion",Male,NA,NA,NA,1933,TRUE
1933 Session,"Gouley, Romeo",12,NA,R,"Brooks, Marion",Male,NA,NA,NA,1933,TRUE
1933 Session,"Martin, Hannah",12,NA,R,"Salem, Marion",Female,NA,NA,NA,1933,TRUE
1933 Session,"Paulus, Otto K.",12,NA,R,"Salem, Marion",Male,NA,NA,NA,1933,TRUE
1933 Session,"Childs, Charles",13,NA,R,"Albany, Linn",Male,NA,NA,NA,1933,TRUE
1933 Session,"Weatherford, J. K., Jr.",13,NA,D,"Albany, Linn",Male,NA,NA,NA,1933,TRUE
1933 Session,"Hill, Earl H.",14,NA,R,"Cushman, Lane",Male,NA,NA,NA,1933,TRUE
1933 Session,"Huntington, Charles A.",14,NA,R,"Eugene, Lane",Male,NA,NA,NA,1933,TRUE
1933 Session,"McCornack, Elwin A.",14,NA,R,"Eugene, Lane",Male,NA,NA,NA,1933,TRUE
1933 Session,"Clarke, A. G.",15,NA,R,"Glendale, Douglas",Male,NA,NA,NA,1933,TRUE
1933 Session,"Nichols, B. F.",15,NA,R,"Riddle, Douglas",Male,NA,NA,NA,1933,TRUE
1933 Session,"McCloskey, J. H.",16,NA,D,"Norway, Coos",Male,NA,NA,NA,1933,TRUE
1933 Session,"Bennett, William H.",17,NA,D,"Port Orford, Coos, Curry",Male,NA,NA,NA,1933,TRUE
1933 Session,"Miller, W. T.",18,NA,D,"Grants Pass, Josephine",Male,NA,NA,NA,1933,TRUE
1933 Session,"Day, Earl B.",19,NA,R,"Gold Hill, Jackson",Male,NA,NA,NA,1933,TRUE
1933 Session,"Kelly, E. C.",19,NA,D,"Medford, Jackson",Male,NA,NA,NA,1933,TRUE
1933 Session,"Wyers, Teunis J.",20,NA,R,"Hood River, Hood River",Male,NA,NA,NA,1933,TRUE
1933 Session,"Chrisman, Levi",21,NA,R,"The Dalles, Wasco",Male,NA,NA,NA,1933,TRUE
1933 Session,"Snell, Earl W.",22,Speaker,R,"Arlington, Gilliam, Morrow, Sherman, Wheeler",Male,NA,NA,NA,1933,TRUE
1933 Session,"Turner, Jesse Ogden",22,NA,R,"Heppner, Gilliam, Morrow, Sherman, Wheeler",Male,NA,NA,NA,1933,TRUE
1933 Session,"Best, James A.",23,NA,R,"Pendleton, Umatilla",Male,NA,NA,NA,1933,TRUE
1933 Session,"Scott, James H. E.",23,NA,R,"Milton, Umatilla",Male,NA,NA,NA,1933,TRUE
1933 Session,"Eckley, Victor",24,NA,D,"La Grande, Union",Male,NA,NA,NA,1933,TRUE
1933 Session,"Allen, L. F.",25,NA,R,"Wallowa, Wallowa",Male,NA,NA,NA,1933,TRUE
1933 Session,"Oakes, James S.",26,NA,R,"Prineville, Crook, Jefferson",Male,NA,NA,NA,1933,TRUE
1933 Session,"Lang, John",27,NA,D,"Haines, Baker",Male,NA,NA,NA,1933,TRUE
1933 Session,"Lynch, M. A.",28,NA,R,"Redmond, Deschutes",Male,NA,NA,NA,1933,TRUE
1933 Session,"Snider, W. B.",29,NA,R,"Paisley, Deschutes, Lake",Male,NA,NA,NA,1933,TRUE
1933 Session,"Stockdale, W. E.",30,NA,R,"Mt. Vernon, Grant, Harney",Male,NA,NA,NA,1933,TRUE
1933 Session,"Staples, V. B.",31,NA,R,"Ontario, Malheur",Male,NA,NA,NA,1933,TRUE
1933 Session,"Horan, Ralph W.",32,NA,R,"Klamath Falls, Klamath",Male,NA,NA,NA,1933,TRUE
1933 Session,"Semon, Henry",32,NA,I,"Klamath Falls, Klamath",Male,NA,NA,NA,1933,TRUE
1933 Session,"Herman, Fred W.",33,NA,R,"Rainier, Clatsop, Columbia",Male,NA,NA,NA,1933,TRUE
1935 Special Session,"Norblad, Walter",1,NA,R,"Astoria, Clatsop",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Oleen, O. Henry",2,NA,D,"St. Helens, Columbia",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Caufield, J. R.",3,NA,D,"Tillamook, Tillamook",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Hughes, J. W.",4,NA,R,"Forest Grove, Washington",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Ross, E. L.",4,NA,D,"Hillsboro, Washington",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Angell, Homer D.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Barnes, Ellis W.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Dickson, William L.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Erwin, Warren",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Farrell, Robert S., Jr.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Graham, William L.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Honeyman, Nanny Wood",5,NA,D,"Portland, Multnomah",Female,NA,NA,NA,1935,FALSE
1935 Special Session,"Latourette, Howard",5,Speaker,D,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Leach, Charles H.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Nelson, Victor J.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Norton, Delbert A.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Rankin, William C.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Wells, Harvey",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Alber, N. Ray",6,NA,D,"Portland, Clackamas, Multnomah",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Eckersley, James W.",7,NA,D,"Oswego, Clackamas",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Frazer, Harry",7,NA,D,"Molalla, Clackamas",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Kirkpatrick, E. W.",7,NA,D,"Milwaukie, Clackamas",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Duerst, W. B.",8,NA,D,"McMinnville, Yamhill",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Osborne, W. R.",8,NA,R,"Amity, Yamhill",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Tobin, J. J.",9,NA,R,"Newport, Lincoln",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Thomas, Lyle D.",10,NA,R,"Salem, Polk",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Rennie, A.",11,NA,R,"Corvallis, Benton",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Fuhrer, Walter",12,NA,R,"Salem, Marion",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Gouley, Romeo",12,NA,R,"Brooks, Marion",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Jones, Ronald E.",12,NA,R,"Brooks, Marion",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Martin, Hannah",12,NA,R,"Salem, Marion",Female,NA,NA,NA,1935,FALSE
1935 Special Session,"Harrison, Fred E.",13,NA,D,"Brownsville, Linn",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Munyan, T. W.",13,NA,D,"Lebanon, Linn",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Hill, Earl H.",14,NA,R,"Cushman, Lane",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Hyde, C. F.",14,NA,D,"Eugene, Lane",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"McKevitt, J. A.",14,NA,R,"Eugene, Lane",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Knight, William W.",15,NA,R,"Roseburg, Douglas",Male,NA,NA,"William Knight resigned on August 15, 1935.William Knight was reappointed by Board of Commissioners on August 23, 1935.",1935,FALSE
1935 Special Session,"Riddle, Glenn N.",15,NA,R,"Riddle, Douglas",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"McCloskey, J. H.",16,NA,D,"Norway, Coos",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Carter, Roy E.",17,NA,D,"Gold Beach, Coos, Curry",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Johnson, W. A.",18,NA,R,"Grants Pass, Josephine",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Hamilton, Moore",19,NA,D,"Medford, Jackson",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Taylor, Glenn O.",19,NA,R,"Medford, Jackson",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Hill, M. M.",20,NA,D,"Hood River, Hood River",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Krier, Roscoe",21,NA,D,"The Dalles, Wasco",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Fatland, E. R.",22,NA,R,"Condon, Gilliam, Morrow, Sherman, Wheeler",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"French, Giles",22,NA,R,"Moro, Gilliam, Morrow, Sherman, Wheeler",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Engdahl, Carl",23,NA,R,"Pendleton, Umatilla",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Scott, James H. E.",23,NA,R,"Milton, Umatilla",Male,NA,NA,"James Scott passed away in 1936. C. D. Hobbs was appointed on May 27, 1936 to fill the vacancy.",1935,FALSE
1935 Special Session,"Bull, Vernon D.",24,NA,D,"LaGrande, Union",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Hockett, C. T.",25,NA,R,"Enterprise, Wallowa",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Rodman, Millard D.",26,NA,D,"Culver, Crook, Jefferson",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Grant, A. S.",27,NA,D,"Baker, Baker",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Hosch, J. F.",28,NA,D,"Bend, Deschutes",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Snider, Warner B.",29,NA,R,"Paisley, Deschutes, Lake",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Haight, C. P.",30,NA,D,"Canyon City, Grant, Harney",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Staples, V. B.",31,NA,R,"Ontario, Malheur",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Boivin, Harry D.",32,NA,D,"Klamath Falls, Klamath",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Semon, Henry",32,NA,D,"Klamath Falls, Klamath",Male,NA,NA,NA,1935,FALSE
1935 Special Session,"Magruder, Grace Kent",33,NA,D,"Clatskanie, Clatsop, Columbia",Female,NA,NA,NA,1935,FALSE
1935 Session,"Norblad, Walter",1,NA,R,"Astoria, Clatsop",Male,NA,NA,NA,1935,TRUE
1935 Session,"Oleen, O. Henry",2,NA,D,"St. Helens, Columbia",Male,NA,NA,NA,1935,TRUE
1935 Session,"Caufield, J. R.",3,NA,D,"Tillamook, Tillamook",Male,NA,NA,NA,1935,TRUE
1935 Session,"Hughes, J. W.",4,NA,R,"Forest Grove, Washington",Male,NA,NA,NA,1935,TRUE
1935 Session,"Ross, E. L.",4,NA,D,"Hillsboro, Washington",Male,NA,NA,NA,1935,TRUE
1935 Session,"Angell, Homer D.",5,NA,R,"Portland, Multnomah",Male,NA,NA,NA,1935,TRUE
1935 Session,"Barnes, Ellis W.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,TRUE
1935 Session,"Dickson, William L.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,TRUE
1935 Session,"Erwin, Warren",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,TRUE
1935 Session,"Graham, William L.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,TRUE
1935 Session,"Honeyman, Nanny Wood",5,NA,D,"Portland, Multnomah",Female,NA,NA,NA,1935,TRUE
1935 Session,"Johnson, William. L., Jr.",5,NA,D,"Portland, Multnomah",Male,NA,NA,"William Johnson resigned for health reasons on August 15, 1935. Harvey Wells was appointed on August 18, 1935 to fill the vacancy.",1935,TRUE
1935 Session,"Latourette, Howard",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,TRUE
1935 Session,"Leach, Charles H.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,TRUE
1935 Session,"Nelson, Victor J.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,TRUE
1935 Session,"Norton, Delbert A.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,TRUE
1935 Session,"Rankin, William C.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1935,TRUE
1935 Session,"Wallace, Lew",5,NA,D,"Portland, Multnomah",Male,NA,NA,"Lew Wallace resigned in May, 1936 due to ill health. Robert S. Farrell, Jr. was appointed on September 18, 1936 to fill the vacancy.",1935,TRUE
1935 Session,"Alber, N. Ray",6,NA,D,"Portland, Clackamas, Multnomah",Male,NA,NA,NA,1935,TRUE
1935 Session,"Eckersley, James W.",7,NA,D,"Oswego, Clackamas",Male,NA,NA,NA,1935,TRUE
1935 Session,"Frazer, Harry",7,NA,D,"Molalla, Clackamas",Male,NA,NA,NA,1935,TRUE
1935 Session,"Kirkpatrick, E. W.",7,NA,D,"Milwaukie, Clackamas",Male,NA,NA,NA,1935,TRUE
1935 Session,"Duerst, W. B.",8,NA,D,"McMinnville, Yamhill",Male,NA,NA,NA,1935,TRUE
1935 Session,"Osborne, W. R.",8,NA,R,"Amity, Yamhill",Male,NA,NA,NA,1935,TRUE
1935 Session,"Cooter, John E",9,Speaker,D,"Toledo, Lincoln",Male,NA,NA,"John Cooter resigned for reasons of health on May 7, 1935. J. J. Tobin was appointed on October 14, 1935 to fill the vacancy.",1935,TRUE
1935 Session,"Thomas, Lyle D.",10,NA,R,"Salem, Polk",Male,NA,NA,NA,1935,TRUE
1935 Session,"Rennie, A.",11,NA,R,"Corvallis, Benton",Male,NA,NA,NA,1935,TRUE
1935 Session,"Fuhrer, Walter",12,NA,R,"Salem, Marion",Male,NA,NA,NA,1935,TRUE
1935 Session,"Gouley, Romeo",12,NA,R,"Brooks, Marion",Male,NA,NA,NA,1935,TRUE
1935 Session,"Jones, Ronald E.",12,NA,R,"Brooks, Marion",Male,NA,NA,NA,1935,TRUE
1935 Session,"Martin, Hannah",12,NA,R,"Salem, Marion",Female,NA,NA,NA,1935,TRUE
1935 Session,"Harrison, Fred E.",13,NA,D,"Brownsville, Linn",Male,NA,NA,NA,1935,TRUE
1935 Session,"Munyan, T. W.",13,NA,D,"Lebanon, Linn",Male,NA,NA,NA,1935,TRUE
1935 Session,"Hill, Earl H.",14,NA,R,"Cushman, Lane",Male,NA,NA,NA,1935,TRUE
1935 Session,"Hyde, C. F.",14,NA,D,"Eugene, Lane",Male,NA,NA,NA,1935,TRUE
1935 Session,"Merriam, Howard S.",14,NA,R,"Goshen, Lane",Male,NA,NA,"Howard Merriam was recalled in special election held March 18, 1935. J. A. McKevitt was appointed by Board of Commissioners on March 30, 1935 to fill the vacancy.",1935,TRUE
1935 Session,"Knight, William W.",15,NA,R,"Roseburg, Douglas",Male,NA,NA,NA,1935,TRUE
1935 Session,"Riddle, Glenn N.",15,NA,R,"Riddle, Douglas",Male,NA,NA,NA,1935,TRUE
1935 Session,"McCloskey, J. H.",16,NA,D,"Norway, Coos",Male,NA,NA,NA,1935,TRUE
1935 Session,"Carter, Roy E.",17,NA,D,"Gold Beach, Coos, Curry",Male,NA,NA,NA,1935,TRUE
1935 Session,"Johnson, W. A.",18,NA,R,"Grants Pass, Josephine",Male,NA,NA,NA,1935,TRUE
1935 Session,"Hamilton, Moore",19,NA,D,"Medford, Jackson",Male,NA,NA,NA,1935,TRUE
1935 Session,"Taylor, Glenn O.",19,NA,R,"Medford, Jackson",Male,NA,NA,NA,1935,TRUE
1935 Session,"Hill, M. M.",20,NA,D,"Hood River, Hood River",Male,NA,NA,NA,1935,TRUE
1935 Session,"Krier, Roscoe",21,NA,D,"The Dalles, Wasco",Male,NA,NA,NA,1935,TRUE
1935 Session,"Fatland, E. R.",22,NA,R,"Condon, Gilliam, Morrow, Sherman, Wheeler",Male,NA,NA,NA,1935,TRUE
1935 Session,"Lynch, Paul",22,NA,D,"Mitchell, Gilliam, Morrow, Sherman, Wheeler",Male,NA,NA,"Paul Lynch resigned on July 1, 1935. Giles French was appointed to the seat by the Board of Commissioners on July 15, 1935 to fill the vacancy.",1935,TRUE
1935 Session,"Engdahl, Carl",23,NA,R,"Pendleton, Umatilla",Male,NA,NA,NA,1935,TRUE
1935 Session,"Scott, James H. E.",23,NA,R,"Milton, Umatilla",Male,NA,NA,NA,1935,TRUE
1935 Session,"Bull, Vernon D.",24,NA,D,"La Grande, Union",Male,NA,NA,NA,1935,TRUE
1935 Session,"Hockett, C. T.",25,NA,R,"Enterprise, Wallowa",Male,NA,NA,NA,1935,TRUE
1935 Session,"Rodman, Millard D.",26,NA,D,"Culver, Crook, Jefferson",Male,NA,NA,"Millard Rodman resigned on February 24, 1936. Howard W. Turner was appointed on March 4, 1936 to fill the vacancy.",1935,TRUE
1935 Session,"Smurthwaite, J. Richard, Jr.",27,NA,D,"Baker, Baker",Male,NA,NA,"Richard Smurthwaite resigned on August 2, 1935. A. S. Grant was appointed to succeed by the Board of Commissioners on August 12, 1935.",1935,TRUE
1935 Session,"Hosch, J. F.",28,NA,D,"Bend, Deschutes",Male,NA,NA,NA,1935,TRUE
1935 Session,"Snider, Warner B.",29,NA,R,"Paisley, Deschutes, Lake",Male,NA,NA,NA,1935,TRUE
1935 Session,"Haight, C. P.",30,NA,D,"Canyon City, Grant, Harney",Male,NA,NA,NA,1935,TRUE
1935 Session,"Staples, V. B.",31,NA,R,"Ontario, Malheur",Male,NA,NA,NA,1935,TRUE
1935 Session,"Boivin, Harry D.",32,NA,D,"Klamath Falls, Klamath",Male,NA,NA,NA,1935,TRUE
1935 Session,"Semon, Henry",32,NA,D,"Klamath Falls, Klamath",Male,NA,NA,NA,1935,TRUE
1935 Session,"Magruder, Grace Kent",33,NA,D,"Clatskanie, Clatsop, Columbia",Female,NA,NA,NA,1935,TRUE
1937 Session,"Norblad, Walter",1,NA,R,"Astoria, Clatsop",Male,NA,NA,NA,1937,TRUE
1937 Session,"Oleen, O. Henry",2,NA,D,"St. Helens, Columbia",Male,NA,NA,NA,1937,TRUE
1937 Session,"Boon, Al",3,NA,D,"Mohler, Tillamook",Male,NA,NA,NA,1937,TRUE
1937 Session,"Antrim, Ray L.",4,NA,D,"Aloha, Washington",Male,NA,NA,NA,1937,TRUE
1937 Session,"Hughes, J. W.",4,NA,R,"Forest Grove, Washington",Male,NA,NA,NA,1937,TRUE
1937 Session,"Allen, E. C.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1937,TRUE
1937 Session,"Barnes, Ellis W.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1937,TRUE
1937 Session,"Brady, Phil",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1937,TRUE
1937 Session,"Cady, William P.",5,NA,D,"Portland, Multnomah",Male,NA,NA,NA,1937,TRUE
